,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,Cluster
5622,M,No,29,Si,Funcionario,<10annos,Bajo,3,1995,Millennials,22059,Almeria,"1,098",30,1,153,0,0
5623,M,Si,55,Si,Artista,+20annos,Medio,2,1969,Generacion X,125441,Guadalajara,"1,424",50,0,549,4,3
5624,F,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,66692,Jaen,"0,916",50,0,591,4,2
5625,M,Si,78,Si,Servicios,+20annos,Alto,1,1946,Generacion X,73136,Alava,"0,955",50,1,355,"0,5",2
5626,F,Si,83,No,Servicios,+20annos,Alto,2,1941,Generacion Silenciosa,121324,Ciudad Real,"0,896",120,1,336,"0,5",3
5627,F,No,57,Si,Funcionario,+20annos,Bajo,1,1967,Generacion X,78001,Las Palmas,"0,994",50,0,85,0,2
5628,F,No,34,No,Funcionario,10-20annos,Bajo,3,1990,Millennials,25926,Albacete,"1,859",30,0,418,3,0
5629,M,Si,88,Si,Servicios,+20annos,Bajo,1,1936,Generacion Silenciosa,24348,Santa Cruz de Tenerife,"1,424",30,0,600,1,0
5630,M,No,36,No,Medico,10-20annos,Bajo,3,1988,Millennials,22682,Guipuzcoa,"1,238",30,1,146,0,0
5631,F,Si,63,Si,Artista,+20annos,Medio,4,1961,Generacion X,42158,Malaga,"0,759",30,0,136,0,4
5632,M,Si,74,Si,Ejecutivo,+20annos,Alto,2,1950,Generacion X,125621,Las Palmas,"1,365",50,0,576,1,3
5633,F,No,33,No,Negocios/empresa,10-20annos,Bajo,4,1991,Millennials,21316,Almeria,"1,974",30,0,93,0,0
5634,M,Si,90,Si,Servicios,+20annos,Bajo,2,1934,Generacion Silenciosa,63745,Salamanca,"0,994",50,1,211,0,2
5635,M,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,25744,Alicante,"1,926",30,1,225,0,0
5636,M,Si,68,No,Otros,+20annos,Medio,2,1956,Generacion X,50415,Leon,"1,17",30,0,445,3,4
5637,M,Si,77,Si,Artista,+20annos,Medio,2,1947,Generacion X,53383,Castellon,"1,541",50,1,351,"0,5",4
5638,M,Si,42,Si,Medico,+20annos,Medio,4,1982,Millennials,111685,Palencia,"1,813",30,0,58,0,3
5639,F,No,35,No,Negocios/empresa,10-20annos,Bajo,6,1989,Millennials,22211,Cadiz,"2,043",30,1,364,"0,5",0
5641,F,Si,65,No,Ingeniero,+20annos,Medio,4,1959,Generacion X,94908,Pontevedra,"1,267",30,1,103,0,1
5642,M,No,31,Si,Funcionario,<10annos,Bajo,5,1993,Millennials,23229,Cordoba,"1,169",30,1,311,"0,5",0
5643,M,Si,46,Si,Artista,+20annos,Medio,3,1978,Generacion X,111860,Murcia,"1,15",80,0,595,4,3
5644,M,Si,96,No,Servicios,+20annos,Bajo,1,1928,Generacion Silenciosa,105228,Malaga,"0,661",120,1,379,3,1
5645,F,No,29,No,Negocios/empresa,<10annos,Bajo,4,1995,Millennials,24904,Madrid,"1,443",30,0,437,3,0
5646,M,Si,65,Si,Otros,+20annos,Bajo,1,1959,Generacion X,31326,Lugo,"1,17",30,0,439,3,0
5647,F,No,33,No,Ingeniero,10-20annos,Bajo,3,1991,Millennials,27485,Cordoba,"1,123",30,0,264,0,0
5648,F,Si,33,Si,Construccion,10-20annos,Bajo,2,1991,Millennials,27796,Granada,"0,985",30,0,547,4,0
5649,F,No,21,No,Negocios/empresa,<10annos,Bajo,4,2003,Generacion Z,17593,Barcelona,"1,374",30,0,43,0,0
5650,M,Si,34,Si,Artista,10-20annos,Medio,2,1990,Millennials,30529,Sevilla,"1,859",30,0,435,3,0
5651,M,Si,97,Si,Servicios,+20annos,Alto,2,1927,Generacion Silenciosa,66046,Gerona,"1,561",50,0,87,0,2
5652,M,Si,44,Si,Artista,+20annos,Bajo,3,1980,Generacion X,39039,Zaragoza,"1,629",30,0,271,0,4
5653,F,No,23,No,Funcionario,<10annos,Bajo,2,2001,Generacion Z,20440,La Rioja,"1,374",30,0,581,4,0
5654,M,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,115393,Segovia,"1,284",50,0,484,1,3
5655,F,No,40,Si,Construccion,10-20annos,Bajo,1,1984,Millennials,91186,Albacete,"0,732",50,0,133,0,1
5656,M,Si,52,No,Otros,+20annos,Bajo,1,1972,Generacion X,120188,Melilla,"1,737",120,1,152,0,3
5657,F,No,33,Si,Otros,10-20annos,Bajo,4,1991,Millennials,26940,Alicante,"1,882",30,0,434,3,0
5658,F,No,39,Si,Funcionario,10-20annos,Bajo,2,1985,Millennials,30370,Teruel,"1,399",30,0,418,1,0
5659,M,Si,64,Si,Artista,+20annos,Medio,3,1960,Generacion X,94033,Ciudad Real,"0,603",80,1,175,0,1
5660,F,Si,57,Si,Ingeniero,+20annos,Alto,5,1967,Generacion X,121539,Guipuzcoa,"0,759",200,0,554,4,3
5661,M,Si,51,Si,Artista,+20annos,Alto,4,1973,Generacion X,115509,Baleares,"1,717",80,0,362,"0,5",3
5662,M,Si,52,Si,Otros,+20annos,Medio,4,1972,Generacion X,23676,Pontevedra,"1,639",30,1,326,"0,5",0
5663,F,Si,50,Si,Artista,+20annos,Medio,5,1974,Generacion X,117877,Murcia,"1,424",30,0,36,0,3
5664,M,Si,66,No,Otros,+20annos,Bajo,2,1958,Generacion X,77304,Las Palmas,"1,111",120,0,552,4,2
5665,M,Si,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,27821,Ceuta,"0,893",30,1,228,0,0
5666,M,Si,78,Si,Servicios,+20annos,Medio,2,1946,Generacion X,73756,Lugo,"1,697",50,0,464,3,2
5667,M,Si,40,Si,Artista,10-20annos,Medio,5,1984,Millennials,70195,Caceres,"1,261",30,0,599,4,2
5668,F,No,58,Si,Ingeniero,+20annos,Bajo,1,1966,Generacion X,26549,Jaen,"15,215",30,0,232,0,0
5669,M,No,58,No,Ingeniero,+20annos,Bajo,3,1966,Generacion X,72650,Teruel,"0,896",30,0,373,3,2
5670,M,No,34,Si,Artista,10-20annos,Bajo,1,1990,Millennials,25509,La Rioja,"1,1",30,0,80,0,0
5671,M,No,22,No,Servicios,<10annos,Bajo,2,2002,Generacion Z,14249,Salamanca,"1,305",30,0,390,3,0
5672,F,Si,73,Si,Ingeniero,+20annos,Bajo,2,1951,Generacion X,48524,Vizcaya,"1,052",50,1,391,3,4
5673,M,Si,41,Si,Artista,10-20annos,Bajo,2,1983,Millennials,31612,Ceuta,"1,33",30,0,311,"0,5",0
5674,F,Si,52,Si,Artista,+20annos,Alto,5,1972,Generacion X,25667,Sevilla,"1,346",30,1,374,3,0
5675,F,Si,73,Si,Servicios,+20annos,Alto,3,1951,Generacion X,30263,Lugo,"0,994",30,0,303,"0,5",0
5676,F,No,28,No,Funcionario,<10annos,Bajo,3,1996,Millennials,26907,Huesca,"1,581",30,0,204,0,0
5677,F,No,47,Si,Artista,+20annos,Bajo,1,1977,Generacion X,85666,Zaragoza,"1,443",50,0,108,0,1
5678,F,No,33,Si,Ingeniero,10-20annos,Bajo,5,1991,Millennials,18173,Cordoba,"1,79",30,1,101,0,0
5679,F,Si,50,Si,Artista,+20annos,Medio,4,1974,Generacion X,89230,Barcelona,"0,583",80,0,85,0,1
5680,F,No,36,No,Medico,10-20annos,Bajo,8,1988,Millennials,28613,Teruel,"1,284",30,0,34,0,0
5681,M,Si,41,Si,Artista,10-20annos,Medio,3,1983,Millennials,97504,Valladolid,"1,859",30,0,472,3,1
5682,M,Si,39,Si,Ingeniero,10-20annos,Medio,4,1985,Millennials,23137,Sevilla,"0,686",30,0,178,0,0
5683,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,19570,Leon,"2,685",30,0,404,3,0
5684,M,Si,55,Si,Artista,+20annos,Bajo,1,1969,Generacion X,106424,Navarra,"1,072",50,0,491,3,1
5686,M,Si,62,Si,Artista,+20annos,Bajo,3,1962,Generacion X,59337,Orense,"0,72",80,1,333,"0,5",4
5687,F,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,14084,Teruel,"1,995",30,0,558,4,0
5688,M,Si,65,No,Ejecutivo,+20annos,Alto,2,1959,Generacion X,102242,Albacete,"0,642",120,1,133,0,1
5689,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,17282,Jaen,"2,72",30,0,491,3,0
5690,M,Si,41,Si,Otros,10-20annos,Medio,3,1983,Millennials,93717,Alicante,"1,445",30,1,274,0,1
5691,F,Si,75,Si,Artista,+20annos,Bajo,1,1949,Generacion X,120265,Segovia,"0,779",50,0,204,0,3
5692,M,Si,36,No,Ejecutivo,10-20annos,Alto,2,1988,Millennials,28607,Ceuta,"1,422",30,1,372,3,0
5693,F,No,29,No,Construccion,<10annos,Bajo,2,1995,Millennials,24208,Orense,"1,167",30,0,244,0,0
5694,F,No,47,No,Negocios/empresa,+20annos,Bajo,2,1977,Generacion X,66924,Palencia,"1,756",30,1,396,3,2
5695,M,Si,57,No,Ejecutivo,+20annos,Bajo,5,1967,Generacion X,126098,Tarragona,"1,463",200,0,108,0,3
5696,M,No,41,Si,Artista,10-20annos,Bajo,1,1983,Millennials,124898,Valencia,"1,767",50,0,359,"0,5",3
5697,M,No,61,Si,Ejecutivo,+20annos,Bajo,5,1963,Generacion X,59139,La Rioja,"0,661",30,0,137,0,4
5698,M,Si,63,Si,Artista,+20annos,Medio,4,1961,Generacion X,87325,Navarra,"1,033",80,0,337,"0,5",1
5699,M,Si,39,No,Artista,10-20annos,Medio,3,1985,Millennials,23095,La Rioja,"1,629",30,0,148,0,0
5700,M,No,36,No,Otros,10-20annos,Bajo,1,1988,Millennials,24310,Orense,"1,951",30,0,476,3,0
5701,M,Si,75,Si,Artista,+20annos,Alto,1,1949,Generacion X,85949,Sevilla,"1,306",50,1,272,0,1
5702,M,Si,66,Si,Artista,+20annos,Bajo,1,1958,Generacion X,28331,Alicante,"0,759",30,1,397,3,0
5703,M,Si,57,Si,Artista,+20annos,Bajo,2,1967,Generacion X,33720,Las Palmas,"1,248",30,0,529,1,0
5704,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,23412,Toledo,"12,015",30,0,258,0,0
5705,M,No,28,Si,Artista,<10annos,Bajo,1,1996,Millennials,29323,La Coruña,"2,651",30,1,246,0,0
5706,M,No,39,Si,Otros,10-20annos,Bajo,3,1985,Millennials,22321,LLeida,"1,813",30,0,477,1,0
5707,M,No,20,No,Medico,<10annos,Bajo,6,2004,Generacion Z,14994,Leon,"1,995",30,1,243,0,0
5708,F,Si,85,Si,Servicios,+20annos,Alto,2,1939,Generacion Silenciosa,90479,Malaga,"0,622",50,1,299,0,1
5709,M,No,20,No,Funcionario,<10annos,Bajo,5,2004,Generacion Z,21750,Lugo,"2,409",30,0,253,0,0
5710,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,21770,Orense,"3,065",30,0,68,0,0
5711,F,No,28,No,Funcionario,<10annos,Bajo,5,1996,Millennials,26781,Avila,"2,789",30,0,546,4,0
5712,M,Si,54,Si,Otros,+20annos,Bajo,1,1970,Generacion X,93112,Albacete,"1,639",50,1,126,0,1
5713,F,No,41,Si,Negocios/empresa,10-20annos,Bajo,1,1983,Millennials,72154,Pontevedra,"1,422",50,0,51,0,2
5714,M,Si,54,Si,Artista,+20annos,Medio,2,1970,Generacion X,86646,Soria,"1,306",50,0,545,4,1
5715,M,Si,29,Si,Otros,<10annos,Medio,2,1995,Millennials,18985,Cordoba,"2,996",30,0,133,0,0
5716,M,No,50,Si,Otros,+20annos,Bajo,1,1974,Generacion X,114206,Baleares,"1,443",50,0,258,0,3
5717,F,No,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,72481,La Rioja,"1,052",50,0,493,3,2
5718,M,Si,53,No,Negocios/empresa,+20annos,Bajo,5,1971,Generacion X,24295,Ceuta,"0,994",30,1,239,0,0
5719,M,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,21566,Las Palmas,"11,325",30,0,374,3,0
5720,F,Si,57,Si,Ingeniero,+20annos,Alto,2,1967,Generacion X,91332,Toledo,"1,209",50,0,229,0,1
5721,M,Si,89,Si,Otros,+20annos,Bajo,1,1935,Generacion Silenciosa,55333,Caceres,"1,482",50,0,463,1,4
5722,M,Si,66,Si,Artista,+20annos,Bajo,1,1958,Generacion X,107575,LLeida,"0,955",50,1,273,0,3
5723,M,Si,63,Si,Servicios,+20annos,Alto,2,1961,Generacion X,77745,Tarragona,"1,033",50,0,108,0,2
5724,F,No,23,No,Otros,<10annos,Bajo,4,2001,Generacion Z,21593,Salamanca,"1,616",30,0,382,3,0
5725,F,No,47,Si,Ingeniero,+20annos,Bajo,4,1977,Generacion X,111498,Soria,"1,189",80,0,47,0,3
5726,M,Si,35,Si,Otros,10-20annos,Medio,3,1989,Millennials,18522,Alava,"1,238",30,0,322,"0,5",0
5727,M,Si,55,Si,Artista,+20annos,Medio,2,1969,Generacion X,112303,Alava,"1,6",50,0,195,0,3
5728,M,No,28,No,Otros,<10annos,Bajo,3,1996,Millennials,22933,Avila,"3,065",30,0,255,0,0
5729,M,No,28,No,Funcionario,<10annos,Bajo,4,1996,Millennials,25182,Albacete,"12,705",30,0,413,3,0
5730,M,Si,62,Si,Artista,+20annos,Medio,4,1962,Generacion X,34697,LLeida,"1,189",30,1,233,0,0
5731,F,No,40,Si,Artista,10-20annos,Bajo,2,1984,Millennials,87440,Segovia,"2,066",50,0,162,0,1
5732,F,No,51,Si,Ingeniero,+20annos,Bajo,1,1973,Generacion X,62077,Orense,"1,111",50,1,317,"0,5",2
5733,F,No,30,No,Medico,<10annos,Bajo,3,1994,Millennials,26821,Cuenca,"1,008",30,0,541,4,0
5734,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,14751,Castellon,"3,099",30,1,223,0,0
5736,M,No,24,No,Funcionario,<10annos,Bajo,2,2000,Generacion Z,21770,Navarra,"1,029",30,0,394,3,0
5737,M,No,58,Si,Artista,+20annos,Bajo,2,1966,Generacion X,81880,Huesca,"1,228",50,1,270,0,2
5738,F,Si,45,Si,Artista,+20annos,Bajo,2,1979,Generacion X,100827,Santa Cruz de Tenerife,"1,859",50,0,222,0,1
5739,M,Si,58,Si,Medico,+20annos,Medio,2,1966,Generacion X,109785,Huelva,"1,111",50,0,491,3,3
5740,F,Si,87,No,Ingeniero,+20annos,Alto,2,1937,Generacion Silenciosa,108364,Huelva,"0,935",120,0,532,4,3
5741,F,No,36,No,Ingeniero,10-20annos,Bajo,3,1988,Millennials,24682,Jaen,"1,813",30,1,301,"0,5",0
5742,F,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,30006,Salamanca,"2,582",30,1,289,0,0
5743,M,Si,79,Si,Servicios,+20annos,Alto,2,1945,Generacion Silenciosa,27085,La Rioja,"1,678",30,0,434,1,0
5744,F,No,41,Si,Servicios,10-20annos,Bajo,2,1983,Millennials,108217,Madrid,"1,169",50,0,371,3,3
5745,M,Si,39,Si,Medico,10-20annos,Alto,3,1985,Millennials,23193,Segovia,"1,261",30,0,37,0,0
5746,F,Si,46,No,Servicios,+20annos,Medio,1,1978,Generacion X,107996,Tarragona,"1,248",120,1,124,0,3
5747,F,No,31,Si,Medico,<10annos,Bajo,3,1993,Millennials,23244,Badajoz,"2,066",30,1,118,0,0
5748,M,Si,40,No,Funcionario,10-20annos,Bajo,2,1984,Millennials,125522,Huelva,"1,468",120,0,287,0,3
5749,M,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,25608,Valladolid,"0,732",30,1,110,0,0
5750,F,Si,47,Si,Artista,+20annos,Alto,3,1977,Generacion X,34300,LLeida,"1,697",30,1,102,0,0
5751,M,Si,52,No,Ejecutivo,+20annos,Alto,4,1972,Generacion X,92747,Murcia,"0,681",30,0,88,0,1
5752,M,No,24,No,Negocios/empresa,<10annos,Bajo,3,2000,Generacion Z,18958,Tarragona,"11,325",30,0,393,3,0
5753,M,Si,90,No,Ejecutivo,+20annos,Alto,4,1934,Generacion Silenciosa,115555,Huelva,"11,305",30,0,368,3,3
5754,F,No,35,No,Funcionario,10-20annos,Bajo,3,1989,Millennials,24428,Avila,"1,422",30,1,145,0,0
5755,M,Si,96,Si,Servicios,+20annos,Alto,2,1928,Generacion Silenciosa,98225,Jaen,"0,857",50,1,309,"0,5",1
5756,M,Si,52,Si,Artista,+20annos,Bajo,2,1972,Generacion X,103702,Gerona,"1,561",50,0,331,"0,5",1
5757,F,No,36,Si,Artista,10-20annos,Bajo,2,1988,Millennials,23884,Navarra,"1,33",30,0,488,1,0
5758,M,Si,75,No,Ejecutivo,+20annos,Alto,2,1949,Generacion X,85161,Granada,"0,603",120,0,201,0,1
5759,F,Si,75,Si,Artista,+20annos,Medio,2,1949,Generacion X,34640,Cadiz,"1,365",30,0,356,"0,5",0
5760,M,Si,50,Si,Ejecutivo,+20annos,Alto,4,1974,Generacion X,103265,Ciudad Real,"0,603",80,1,223,0,1
5761,M,Si,54,Si,Artista,+20annos,Medio,3,1970,Generacion X,68488,Valencia,"1,287",80,0,559,4,2
5762,M,No,20,No,Funcionario,<10annos,Bajo,8,2004,Generacion Z,22851,Granada,"0,995",30,0,359,"0,5",0
5763,F,No,50,Si,Medico,+20annos,Bajo,1,1974,Generacion X,99520,Huelva,"0,935",50,0,288,0,1
5764,M,Si,68,Si,Medico,+20annos,Bajo,1,1956,Generacion X,117196,Huesca,"1,58",50,0,484,1,3
5765,F,Si,83,Si,Servicios,+20annos,Bajo,1,1941,Generacion Silenciosa,123761,Cadiz,"0,798",50,0,33,0,3
5766,F,Si,65,Si,Construccion,+20annos,Medio,4,1959,Generacion X,76599,Zamora,"1,091",80,0,267,0,2
5767,F,Si,43,Si,Artista,+20annos,Medio,4,1981,Millennials,28857,Guadalajara,"2,02",30,1,282,0,0
5768,M,Si,43,No,Otros,+20annos,Medio,5,1981,Millennials,36731,Huelva,"1,054",30,0,577,4,4
5769,M,Si,75,No,Ejecutivo,+20annos,Alto,2,1949,Generacion X,21463,Vizcaya,"1,248",30,1,382,3,0
5770,M,Si,68,Si,Servicios,+20annos,Medio,3,1956,Generacion X,48188,Murcia,"1,639",30,1,242,0,4
5771,M,Si,55,Si,Ejecutivo,+20annos,Alto,4,1969,Generacion X,99701,Valencia,"1,013",80,0,492,3,1
5772,M,Si,52,Si,Ejecutivo,+20annos,Alto,4,1972,Generacion X,108713,Segovia,"0,818",80,1,246,0,3
5774,M,Si,63,No,Servicios,+20annos,Medio,2,1961,Generacion X,28218,Guipuzcoa,"1,658",30,0,237,0,0
5775,M,Si,56,Si,Artista,+20annos,Bajo,2,1968,Generacion X,92154,Huelva,"1,717",50,0,383,1,1
5776,F,No,45,Si,Medico,+20annos,Bajo,1,1979,Generacion X,129933,Caceres,"1,031",50,0,170,0,3
5777,M,Si,50,Si,Ejecutivo,+20annos,Alto,4,1974,Generacion X,115955,Badajoz,"1,287",80,1,309,"0,5",3
5778,M,Si,44,No,Medico,+20annos,Medio,5,1980,Generacion X,104924,Teruel,"1,031",30,1,272,0,1
5779,F,Si,30,No,Artista,<10annos,Alto,5,1994,Millennials,26257,Valladolid,"1,928",30,0,156,0,0
5780,M,Si,47,No,Otros,+20annos,Bajo,1,1977,Generacion X,68078,Almeria,"1,267",30,1,319,"0,5",2
5781,M,Si,80,Si,Artista,+20annos,Medio,2,1944,Generacion Silenciosa,97236,Las Palmas,"0,72",50,0,301,"0,5",1
5782,M,Si,47,Si,Ingeniero,+20annos,Medio,2,1977,Generacion X,24339,Ceuta,"1,404",30,0,463,3,0
5783,F,Si,90,Si,Servicios,+20annos,Bajo,1,1934,Generacion Silenciosa,86231,Cadiz,"0,915",50,0,89,0,1
5784,M,Si,61,Si,Artista,+20annos,Alto,2,1963,Generacion X,73328,Gerona,"0,564",50,0,299,0,2
5785,M,Si,45,No,Medico,+20annos,Medio,2,1979,Generacion X,117509,Tarragona,"0,87",120,1,181,0,3
5786,M,No,28,Si,Otros,<10annos,Bajo,2,1996,Millennials,22327,Soria,"2,168",30,0,403,3,0
5787,F,Si,68,No,Ingeniero,+20annos,Bajo,1,1956,Generacion X,27696,Navarra,"11,305",30,0,451,3,0
5788,F,Si,41,No,Ingeniero,10-20annos,Bajo,2,1983,Millennials,52130,Huesca,"1,652",30,0,450,3,4
5789,F,Si,56,Si,Otros,+20annos,Medio,2,1968,Generacion X,129445,La Coruña,"1,737",50,0,193,0,3
5790,M,Si,76,No,Servicios,+20annos,Bajo,1,1948,Generacion X,91780,Ceuta,"0,915",120,0,320,"0,5",1
5791,F,Si,98,Si,Otros,+20annos,Medio,4,1926,Generacion Silenciosa,47935,Sevilla,"1,228",30,1,385,3,4
5792,M,No,32,Si,Funcionario,10-20annos,Bajo,6,1992,Millennials,22288,Santa Cruz de Tenerife,"0,824",30,0,429,3,0
5793,M,No,31,No,Otros,<10annos,Bajo,3,1993,Millennials,30299,Alicante,"0,801",30,0,49,0,0
5794,M,Si,44,Si,Artista,+20annos,Medio,3,1980,Generacion X,33887,Ceuta,"0,778",30,1,173,0,0
5795,F,No,42,Si,Artista,+20annos,Bajo,2,1982,Millennials,67543,Valencia,"1,997",50,0,189,0,2
5796,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,23179,La Coruña,"3,03",30,0,513,4,0
5797,M,Si,89,Si,Servicios,+20annos,Alto,2,1935,Generacion Silenciosa,71110,Teruel,"1,463",50,0,527,1,2
5798,M,Si,50,Si,Ejecutivo,+20annos,Medio,4,1974,Generacion X,25062,Barcelona,"0,915",30,0,350,"0,5",0
5799,M,Si,46,No,Ejecutivo,+20annos,Alto,5,1978,Generacion X,58138,Burgos,"11,305",30,0,59,0,4
5800,M,No,40,No,Negocios/empresa,10-20annos,Bajo,1,1984,Millennials,35318,Toledo,"1,675",30,0,143,0,0
5801,M,Si,33,Si,Otros,10-20annos,Bajo,2,1991,Millennials,29208,Huesca,"0,916",30,0,466,3,0
5802,F,No,36,Si,Funcionario,10-20annos,Bajo,3,1988,Millennials,31609,Huesca,"2,02",30,1,262,0,0
5803,M,Si,41,No,Artista,10-20annos,Medio,2,1983,Millennials,129370,Navarra,"0,755",120,0,65,0,3
5804,M,Si,39,No,Artista,10-20annos,Bajo,3,1985,Millennials,23951,Alava,"1,744",30,0,473,3,0
5805,F,No,34,Si,Medico,10-20annos,Bajo,2,1990,Millennials,29991,Burgos,"1,077",30,0,496,3,0
5806,F,Si,58,No,Ingeniero,+20annos,Medio,4,1966,Generacion X,86213,Ciudad Real,"0,603",30,0,386,3,1
5807,M,No,40,Si,Medico,10-20annos,Bajo,1,1984,Millennials,86967,Cuenca,"1,905",50,0,418,1,1
5808,M,Si,41,Si,Otros,10-20annos,Bajo,2,1983,Millennials,71491,Badajoz,"0,893",50,0,474,3,2
5809,M,Si,88,Si,Servicios,+20annos,Bajo,1,1936,Generacion Silenciosa,66295,Cadiz,"0,622",50,1,267,0,2
5810,M,Si,33,Si,Medico,10-20annos,Medio,2,1991,Millennials,20353,Ceuta,"1,698",30,0,382,3,0
5811,F,Si,43,No,Ingeniero,+20annos,Medio,3,1981,Millennials,87597,Gerona,"1,238",30,0,141,0,1
5812,F,No,20,No,Negocios/empresa,<10annos,Bajo,1,2004,Generacion Z,22200,Guadalajara,"2,513",30,0,63,0,0
5813,M,No,35,No,Medico,10-20annos,Bajo,3,1989,Millennials,25736,Almeria,"1,376",30,0,46,0,0
5814,M,Si,54,Si,Negocios/empresa,+20annos,Bajo,5,1970,Generacion X,118203,Ceuta,"0,896",30,0,308,"0,5",3
5815,M,Si,74,Si,Ejecutivo,+20annos,Alto,4,1950,Generacion X,104993,Granada,"1,756",80,0,308,"0,5",1
5816,M,No,52,No,Otros,+20annos,Bajo,1,1972,Generacion X,74847,Segovia,"0,896",30,0,345,"0,5",2
5817,M,Si,39,No,Ingeniero,10-20annos,Bajo,6,1985,Millennials,19681,Granada,"0,824",30,0,38,0,0
5818,F,Si,29,No,Negocios/empresa,<10annos,Bajo,5,1995,Millennials,21618,Castellon,"2,34",30,0,39,0,0
5819,F,No,47,Si,Artista,+20annos,Bajo,1,1977,Generacion X,118885,Barcelona,"1,443",50,0,296,0,3
5820,F,No,33,No,Funcionario,10-20annos,Bajo,1,1991,Millennials,20776,Madrid,"1,514",30,1,308,"0,5",0
5821,M,No,32,Si,Medico,10-20annos,Bajo,2,1992,Millennials,30922,Murcia,"0,893",30,0,78,0,0
5823,F,Si,74,No,Ingeniero,+20annos,Alto,3,1950,Generacion X,126432,Almeria,"0,935",200,1,132,0,3
5824,M,No,45,Si,Medico,+20annos,Bajo,2,1979,Generacion X,38171,Soria,"0,686",50,0,566,4,4
5825,M,No,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,79622,Gerona,"0,939",50,1,108,0,2
5826,F,Si,44,Si,Medico,+20annos,Bajo,2,1980,Generacion X,34475,Lugo,"1,974",30,1,212,0,0
5827,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,18537,Gerona,"2,237",30,0,178,0,0
5828,M,No,32,No,Funcionario,10-20annos,Bajo,5,1992,Millennials,23726,Segovia,"1,514",30,0,367,3,0
5829,F,Si,56,No,Ingeniero,+20annos,Medio,5,1968,Generacion X,42971,Guipuzcoa,"1,463",30,0,77,0,4
5830,M,No,35,Si,Ingeniero,10-20annos,Bajo,1,1989,Millennials,23084,Orense,"1,008",30,1,111,0,0
5831,F,No,53,Si,Artista,+20annos,Bajo,1,1971,Generacion X,32678,Las Palmas,"0,935",30,0,330,"0,5",0
5832,M,No,24,No,Artista,<10annos,Bajo,3,2000,Generacion Z,20930,Jaen,"2,72",30,1,147,0,0
5833,F,Si,39,Si,Otros,10-20annos,Medio,2,1985,Millennials,30426,Avila,"1,054",30,0,174,0,0
5834,F,No,56,Si,Artista,+20annos,Bajo,1,1968,Generacion X,124906,Badajoz,"0,837",50,0,158,0,3
5835,F,Si,51,No,Ingeniero,+20annos,Bajo,1,1973,Generacion X,60671,Ciudad Real,"0,935",30,0,288,0,2
5836,F,No,30,Si,Funcionario,<10annos,Bajo,5,1994,Millennials,21156,Soria,"1,606",30,1,199,0,0
5837,F,Si,62,Si,Artista,+20annos,Medio,4,1962,Generacion X,40456,Avila,"1,697",30,0,138,0,4
5838,M,Si,55,Si,Artista,+20annos,Medio,4,1969,Generacion X,24861,Alava,"0,759",30,0,270,0,0
5839,M,Si,65,Si,Funcionario,+20annos,Bajo,3,1959,Generacion X,30958,Soria,"1,091",30,0,149,0,0
5840,F,Si,67,Si,Artista,+20annos,Bajo,1,1957,Generacion X,21784,La Rioja,"11,305",30,0,331,"0,5",0
5841,M,No,35,Si,Medico,10-20annos,Bajo,1,1989,Millennials,27121,Valencia,"1,238",30,0,69,0,0
5842,F,No,29,Si,Funcionario,<10annos,Bajo,5,1995,Millennials,23166,La Rioja,"1,857",30,0,96,0,0
5843,F,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,28820,La Coruña,"1,443",30,1,362,"0,5",0
5844,M,Si,55,Si,Ejecutivo,+20annos,Alto,6,1969,Generacion X,57357,Granada,"1,17",30,1,108,0,4
5845,M,No,24,No,Negocios/empresa,<10annos,Bajo,4,2000,Generacion Z,19384,Lugo,"1,823",30,0,49,0,0
5846,F,No,32,No,Negocios/empresa,10-20annos,Bajo,3,1992,Millennials,28665,Barcelona,"1,56",30,0,368,3,0
5847,M,Si,51,Si,Artista,+20annos,Bajo,3,1973,Generacion X,82210,Guadalajara,"1,306",80,0,237,0,2
5848,M,No,47,Si,Artista,+20annos,Bajo,4,1977,Generacion X,66328,Orense,"0,642",80,0,526,4,2
