ID;Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;anno_nacimiento;Generación ;Ingresos anuales brutos;Provincia;Digital_encuenta_index;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;camp_anno
CLI4767;M;Si;35;Si;Médico;10-20años;Bajo;1;1989;Millennial;19718;La Rioja;985;30;0;327;0,5
CLI4768;F;No;40;Si;Artista;10-20años;Bajo;1;1984;Millennial;46595;Tarragona;1422;50;0;521;1
CLI4769;M;No;20;No;Otros;<10años;Bajo;5;2004;Millennial;12520;Soria;2237;30;0;163;
CLI4770;M;No;33;Si;Funcionario;10-20años;Bajo;4;1991;Millennial;19065;Burgos;663;30;0;302;0,5
CLI4771;F;No;51;Si;Artista;+20años;Bajo;1;1973;Generación X;25355;Navarra;8177;30;0;357;0,5
CLI4772;M;Si;36;Si;Servicios;10-20años;Bajo;2;1988;Millennial;18438;Murcia;2043;30;0;175;
CLI4773;M;No;21;No;Funcionario;<10años;Bajo;5;2003;Millennial;20895;Ciudad Real;1098;30;0;439;3
CLI4774;M;No;36;Si;Otros;10-20años;Bajo;4;1988;Millennial;27823;La Coruña;1997;30;0;453;1
CLI4775;F;Si;72;Si;Artista;+20años;Bajo;1;1952;Baby Boomer;46911;Lugo;7786;50;0;309;0,5
CLI4776;M;Si;29;Si;Artista;<10años;Medio;2;1995;Millennial;21403;Ciudad Real;14775;30;0;125;
CLI4777;F;No;33;Si;Construcción;10-20años;Bajo;1;1991;Millennial;30366;Zaragoza;1997;30;0;502;4
CLI4778;F;No;36;Si;Otros;10-20años;Bajo;4;1988;Millennial;27394;Granada;939;30;0;245;
CLI4779;F;Si;30;Si;Ingeniero/Técnicos;<10años;Medio;4;1994;Millennial;26851;Segovia;686;30;0;587;4
CLI4780;M;Si;72;Si;Artista;+20años;Medio;2;1952;Baby Boomer;68417;Barcelona;1170;50;0;463;3
CLI4781;M;Si;85;No;Servicios;+20años;Bajo;2;1939;Baby Boomer;124082;Melilla;7395;120;0;511;4
CLI4782;F;No;22;No;Ingeniero/Técnicos;<10años;Bajo;4;2002;Millennial;23607;Córdoba;2202;30;0;82;
CLI4783;F;No;30;Si;Construcción;<10años;Bajo;7;1994;Millennial;19478;Cádiz;1652;30;0;404;3
CLI4784;M;Si;86;;Servicios;+20años;Bajo;1;1938;Baby Boomer;124524;Burgos;83725;120;1;305;0,5
CLI4785;F;Si;56;Si;Médico;+20años;Medio;4;1968;Generación X;27275;Ceuta;71995;30;0;480;3
CLI4786;M;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;14160;Huelva;1443;30;0;303;0,5
CLI4787;F;Si;69;Si;Artista;+20años;Bajo;1;1955;Baby Boomer;57411;Melilla;1678;50;1;202;
CLI4788;M;Si;40;Si;Ingeniero/Técnicos;10-20años;Medio;3;1984;Millennial;93293;La Coruña;1997;30;0;225;
CLI4789;M;Si;47;Si;Ejecutivo;+20años;Alto;4;1977;Generación X;72130;Málaga;1756;80;0;599;1
CLI4790;M;Si;51;Si;Ejecutivo;+20años;Alto;4;1973;Generación X;56308;Castellón;915;80;0;67;
CLI4791;M;No;56;Si;Artista;+20años;Bajo;3;1968;Generación X;86807;La Rioja;1482;80;0;313;0,5
CLI4792;M;No;47;Si;Ingeniero/Técnicos;+20años;Bajo;1;1977;Generación X;32732;Lugo;1717;30;1;291;
CLI4793;F;Si;47;Si;Artista;+20años;Medio;2;1977;Generación X;117570;Valladolid;1326;50;0;182;
CLI4794;F;No;41;Si;Otros;10-20años;Bajo;1;1983;Millennial;38477;Segovia;1721;50;0;174;
CLI4795;F;Si;69;No;Artista;+20años;Medio;5;1955;Baby Boomer;51546;Santa Cruz de Tenerife;1228;30;0;119;
CLI4796;M;No;33;No;Médico;10-20años;Bajo;5;1991;Millennial;22914;Castellón;1767;30;0;385;3
CLI4797;F;Si;41;Si;Otros;10-20años;Medio;2;1983;Millennial;95565;Ciudad Real;962;50;0;126;
CLI4798;M;Si;58;No;Artista;+20años;Medio;3;1966;Generación X;87545;Granada;1541;30;0;510;4
CLI4799;F;Si;29;Si;Funcionario;<10años;Alto;7;1995;Millennial;24188;Guipúzcoa;2099;30;0;44;
CLI4800;M;Si;44;Si;Artista;+20años;Medio;2;1980;Generación X;80455;Cádiz;179;50;1;134;
CLI4801;M;Si;45;Si;Otros;+20años;Medio;4;1979;Generación X;28775;Palencia;1537;30;1;390;3
CLI4802;M;Si;73;Si;Artista;+20años;Bajo;1;1951;Baby Boomer;92800;Burgos;1580;50;0;420;1
CLI4803;M;Si;88;Si;Servicios;+20años;Bajo;1;1936;Baby Boomer;94751;La Rioja;79815;50;0;586;4
CLI4804;F;Si;41;No;Ingeniero/Técnicos;10-20años;Medio;5;1983;Millennial;122528;Almería;962;200;1;383;3
CLI4805;F;Si;46;No;Artista;+20años;Alto;4;1978;Generación X;102942;Palencia;915;30;0;121;
CLI4806;F;No;42;Si;Artista;+20años;Bajo;2;1982;Millennial;44303;La Rioja;1215;50;0;386;3
CLI4807;F;No;58;No;Servicios;+20años;Bajo;1;1966;Generación X;82410;Vizcaya;1717;120;0;39;
CLI4808;M;No;36;No;Ejecutivo;10-20años;Bajo;2;1988;Millennial;21049;Ávila;1169;30;0;285;
CLI4809;F;Si;57;No;Servicios;+20años;Medio;7;1967;Generación X;43043;Lugo;1287;30;0;420;3
CLI4810;M;Si;36;No;Ejecutivo;10-20años;Alto;4;1988;Millennial;22859;Teruel;1445;30;0;505;4
CLI4811;M;No;21;No;Funcionario;<10años;Bajo;3;2003;Millennial;16809;Vizcaya;3065;30;0;267;
CLI4812;M;Si;58;Si;Artista;+20años;Medio;3;1966;Generación X;96219;Cáceres;1561;80;1;315;0,5
CLI4813;M;Si;55;Si;Médico;+20años;Medio;8;1969;Generación X;108820;Córdoba;1404;30;1;116;
CLI4814;F;No;29;No;Ingeniero/Técnicos;<10años;Bajo;2;1995;Millennial;31633;Álava;13395;30;0;591;4
CLI4815;M;No;22;No;Funcionario;<10años;Bajo;3;2002;Millennial;22491;Lérida;1374;30;1;105;
CLI4816;F;Si;58;Si;Ejecutivo;+20años;Alto;4;1966;Generación X;60437;León;1209;80;1;139;
CLI4817;F;Si;45;Si;Artista;+20años;Medio;2;1979;Generación X;89668;León;1399;50;0;391;3
CLI4818;M;Si;53;Si;Ejecutivo;+20años;Alto;3;1971;Generación X;82426;Segovia;935;80;0;433;3
CLI4819;M;Si;62;No;Ejecutivo;+20años;Alto;4;1962;Baby Boomer;67198;Badajoz;1170;30;1;242;
CLI4820;F;No;73;Si;Artista;+20años;Bajo;1;1951;Baby Boomer;72554;Guadalajara;1756;50;0;449;1
CLI4821;M;Si;39;No;Otros;10-20años;Medio;4;1985;Millennial;31350;Castellón;156;30;0;149;
CLI4822;M;Si;55;No;Otros;+20años;Bajo;2;1969;Generación X;86540;Albacete;1639;120;1;168;
CLI4823;F;Si;56;Si;Artista;+20años;Bajo;2;1968;Generación X;115787;Zamora;1580;50;1;358;0,5
CLI4824;F;No;33;No;Funcionario;10-20años;Bajo;3;1991;Millennial;29035;Córdoba;1882;30;0;123;
CLI4825;M;No;33;No;Ejecutivo;10-20años;Bajo;4;1991;Millennial;19041;Orense;1675;30;0;451;3
CLI4826;F;No;55;Si;Artista;+20años;Bajo;1;1969;Generación X;66760;Santa Cruz de Tenerife;1189;50;1;107;
CLI4827;M;Si;67;Si;Artista;+20años;Bajo;1;1957;Baby Boomer;22348;Castellón;64175;30;0;454;3
CLI4828;M;No;21;No;Funcionario;<10años;Bajo;5;2003;Millennial;12895;Valencia;2927;30;1;155;
CLI4829;F;No;24;No;Médico;<10años;Bajo;2;2000;Millennial;22003;Ávila;2858;30;0;394;3
CLI4830;F;No;39;Si;Funcionario;10-20años;Bajo;1;1985;Millennial;19789;Vizcaya;1284;30;0;498;1
CLI4831;F;Si;52;Si;Ingeniero/Técnicos;+20años;Bajo;4;1972;Generación X;55562;Tarragona;1580;80;1;274;
CLI4832;M;No;35;No;Médico;10-20años;Bajo;4;1989;Millennial;20903;Guadalajara;1031;30;1;329;0,5
CLI4833;M;Si;36;No;Funcionario;10-20años;Alto;2;1988;Millennial;27187;Soria;1146;30;0;215;
CLI4834;F;No;28;Si;Funcionario;<10años;Bajo;2;1996;Millennial;25558;Cádiz;1892;30;0;291;
CLI4835;F;No;31;No;Funcionario;<10años;Bajo;4;1993;Millennial;27769;Baleares;1675;30;0;509;4
CLI4836;M;No;35;No;Construcción;10-20años;Bajo;2;1989;Millennial;27312;Barcelona;2043;30;0;185;
CLI4837;F;Si;55;Si;Funcionario;+20años;Alto;6;1969;Generación X;116074;Guadalajara;1639;30;1;243;
CLI4838;F;Si;41;Si;Ingeniero/Técnicos;10-20años;Medio;3;1983;Millennial;97387;Burgos;663;30;1;171;
CLI4839;M;No;58;Si;Artista;+20años;Bajo;1;1966;Generación X;90505;Teruel;1248;50;0;492;1
CLI4840;F;Si;54;Si;Artista;+20años;Bajo;2;1970;Generación X;68589;Santa Cruz de Tenerife;83725;50;0;95;
CLI4841;M;Si;79;Si;Servicios;+20años;Bajo;1;1945;Baby Boomer;38891;Ávila;857;50;0;363;0,5
CLI4842;M;Si;66;Si;Ejecutivo;+20años;Alto;3;1958;Generación Silenciosa;68180;Baleares;1697;80;1;327;0,5
CLI4843;M;No;53;Si;Artista;+20años;Bajo;1;1971;Generación X;43211;Ceuta;857;50;0;76;
CLI4844;F;No;35;No;Funcionario;10-20años;Bajo;4;1989;Millennial;18393;Córdoba;1514;30;0;102;
CLI4845;M;No;53;Si;Otros;+20años;Bajo;2;1971;Generación X;77479;Cuenca;15215;50;0;366;1
CLI4846;F;No;36;Si;Otros;10-20años;Bajo;1;1988;Millennial;20131;Granada;1008;30;0;327;0,5
CLI4847;F;Si;29;No;Ingeniero/Técnicos;<10años;Bajo;2;1995;Millennial;28710;Madrid;2754;30;0;341;0,5
CLI4848;F;Si;42;Si;Artista;+20años;Medio;4;1982;Millennial;121024;Baleares;1744;200;0;389;3
CLI4849;F;Si;62;Si;Artista;+20años;Bajo;1;1962;Baby Boomer;31762;León;994;30;0;159;
CLI4850;F;No;45;Si;Otros;+20años;Bajo;1;1979;Generación X;27387;Tarragona;1008;30;0;232;
CLI4851;F;Si;47;Si;Ingeniero/Técnicos;+20años;Alto;4;1977;Generación X;45001;Las Palmas;1678;30;0;368;1
CLI4852;F;Si;56;Si;Artista;+20años;Medio;2;1968;Generación X;55352;Guadalajara;1326;50;1;211;
CLI4853;F;Si;52;Si;Artista;+20años;Medio;2;1972;Generación X;22963;Teruel;1052;30;0;455;3
CLI4854;M;No;31;Si;Artista;<10años;Bajo;3;1993;Millennial;22944;Vizcaya;778;30;0;230;
CLI4855;M;No;22;No;Funcionario;<10años;Bajo;2;2002;Millennial;18783;Gerona;2237;30;1;400;3
CLI4856;F;Si;42;No;Artista;+20años;Bajo;3;1982;Millennial;101383;Orense;1629;30;0;541;4
CLI4857;M;Si;63;Si;Ejecutivo;+20años;Alto;3;1961;Baby Boomer;70048;Gerona;857;80;0;393;3
CLI4858;F;Si;31;No;Ingeniero/Técnicos;<10años;Medio;2;1993;Millennial;21368;Guadalajara;824;30;0;103;
CLI4859;M;No;43;Si;Artista;+20años;Bajo;1;1981;Millennial;113372;Sevilla;1215;50;0;406;3
CLI4860;M;Si;98;Si;Negocios/empresa;+20años;Alto;2;1926;Baby Boomer;101479;Valladolid;1697;50;0;195;
CLI4861;F;Si;89;Si;Servicios;+20años;Medio;2;1935;Generación Silenciosa;33438;Toledo;1658;30;0;125;
CLI4862;M;No;36;Si;Otros;10-20años;Bajo;4;1988;Millennial;22573;Soria;1284;30;1;343;0,5
CLI4863;M;Si;35;Si;Artista;10-20años;Medio;2;1989;Millennial;19893;Soria;1261;30;0;419;3
CLI4864;M;;87;No;Servicios;+20años;Bajo;1;1937;Baby Boomer;91629;Segovia;955;120;1;242;
CLI4865;F;Si;45;Si;Artista;+20años;Medio;3;1979;Generación X;123763;Toledo;2066;200;0;522;4
CLI4866;M;Si;47;Si;Artista;+20años;Medio;2;1977;Generación X;45443;Valencia;11305;50;1;123;
CLI4867;F;Si;75;No;Médico;+20años;Medio;2;1949;Baby Boomer;67907;Tarragona;1678;30;0;476;3
CLI4868;F;Si;64;Si;Artista;+20años;Bajo;2;1960;Baby Boomer;53928;Murcia;1033;50;0;512;4
CLI4869;M;Si;56;Si;Otros;+20años;Medio;5;1968;Generación X;118025;Cádiz;71995;30;0;505;4
CLI4870;M;Si;52;Si;Artista;+20años;Bajo;2;1972;Generación X;100043;Pontevedra;8177;50;1;265;
CLI4871;F;Si;61;Si;Construcción;+20años;Medio;3;1963;Baby Boomer;109131;Santa Cruz de Tenerife;1482;80;0;511;4
CLI4872;F;No;43;Si;Artista;+20años;Bajo;1;1981;Millennial;84599;Ceuta;1652;50;0;347;0,5
CLI4873;F;No;36;Si;Funcionario;10-20años;Bajo;5;1988;Millennial;28778;Cádiz;1491;30;1;122;
CLI4874;F;Si;68;Si;Artista;+20años;Bajo;1;1956;Baby Boomer;48105;Lérida;955;50;0;590;4
CLI4875;M;Si;56;No;Ejecutivo;+20años;Alto;4;1968;Generación X;27839;Zaragoza;1052;30;0;69;
CLI4876;M;No;32;Si;Otros;10-20años;Bajo;3;1992;Millennial;18890;Murcia;1882;30;0;470;3
CLI4877;F;No;53;Si;Artista;+20años;Bajo;1;1971;Generación X;45238;Guadalajara;1717;50;0;38;
CLI4878;M;No;45;No;Ingeniero/Técnicos;+20años;Bajo;7;1979;Generación X;110821;Vizcaya;962;30;0;423;3
CLI4879;M;No;46;Si;Funcionario;+20años;Bajo;1;1978;Generación X;59084;Salamanca;6613;50;1;321;0,5
CLI4880;F;No;22;No;Funcionario;<10años;Bajo;3;2002;Millennial;18753;Tarragona;13395;30;0;449;3
CLI4881;F;Si;66;Si;Artista;+20años;Medio;4;1958;Baby Boomer;71464;Ciudad Real;915;80;1;234;
CLI4882;F;Si;79;Si;Servicios;+20años;Alto;2;1945;Baby Boomer;116401;Málaga;7786;50;1;274;
CLI4883;M;No;28;Si;Otros;<10años;Bajo;1;1996;Millennial;21028;León;2030;30;1;375;3
CLI4884;F;Si;63;Si;Médico;+20años;Medio;4;1961;Baby Boomer;88296;Jaén;1717;80;0;452;3
CLI4885;F;Si;44;Si;Ingeniero/Técnicos;+20años;Medio;4;1980;Generación X;34438;Sevilla;663;30;1;231;
CLI4886;M;Si;39;No;Médico;10-20años;Bajo;2;1985;Millennial;27444;Baleares;1445;30;0;448;3
CLI4887;F;Si;34;Si;Ingeniero/Técnicos;10-20años;Bajo;2;1990;Millennial;20457;Ciudad Real;847;30;0;272;
CLI4888;F;Si;86;No;Servicios;+20años;Bajo;1;1938;Baby Boomer;123190;León;8177;120;0;319;0,5
CLI4889;F;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;25084;Huesca;1836;30;1;339;0,5
CLI4890;M;Si;63;Si;Artista;+20años;Medio;3;1961;Baby Boomer;96623;Orense;1561;80;1;118;
CLI4891;F;Si;45;Si;Negocios/empresa;+20años;Bajo;3;1979;Generación X;27736;Lérida;939;30;0;480;3
CLI4892;M;Si;54;Si;Artista;+20años;Bajo;2;1970;Generación X;115507;Jaén;1170;50;1;313;0,5
CLI4893;M;No;44;No;Ingeniero/Técnicos;+20años;Bajo;2;1980;Generación X;32043;Murcia;1767;30;1;109;
CLI4894;M;Si;98;Si;Servicios;+20años;Bajo;2;1926;Baby Boomer;54784;Cáceres;1385;50;0;580;1
CLI4895;M;Si;67;Si;Ejecutivo;+20años;Alto;2;1957;Generación Silenciosa;104191;Gerona;896;50;0;84;
CLI4896;F;Si;42;No;Otros;+20años;Medio;3;1982;Millennial;99977;Lugo;1721;30;1;337;0,5
CLI4897;F;Si;64;Si;Médico;+20años;Medio;3;1960;Baby Boomer;72912;Tarragona;915;80;0;335;0,5
CLI4898;F;Si;51;Si;Artista;+20años;Medio;2;1973;Generación X;50361;Orense;1443;50;1;244;
CLI4899;F;No;24;No;Ingeniero/Técnicos;<10años;Bajo;3;2000;Millennial;20814;Valladolid;2237;30;0;235;
CLI4900;M;Si;43;Si;Otros;+20años;Medio;2;1981;Millennial;60762;Sevilla;1606;50;0;65;
CLI4901;F;Si;64;Si;Ingeniero/Técnicos;+20años;Medio;4;1960;Baby Boomer;22664;La Rioja;56355;30;0;579;4
CLI4902;F;Si;42;Si;Artista;+20años;Medio;2;1982;Millennial;51928;Guipúzcoa;1882;50;0;356;0,5
CLI4903;M;Si;31;No;Artista;<10años;Medio;2;1993;Millennial;21572;Guipúzcoa;1721;30;0;432;3
CLI4904;F;Si;39;Si;Artista;10-20años;Alto;4;1985;Millennial;27187;La Rioja;1008;30;0;361;0,5
CLI4905;F;Si;77;Si;Servicios;+20años;Alto;2;1947;Baby Boomer;97889;Huelva;1600;50;0;512;1
CLI4906;M;Si;33;No;Ejecutivo;10-20años;Alto;4;1991;Millennial;19919;Alicante;1767;30;0;414;3
CLI4907;M;Si;61;No;Otros;+20años;Bajo;1;1963;Baby Boomer;108723;Pontevedra;1717;120;0;209;
CLI4908;F;Si;63;Si;Artista;+20años;Bajo;1;1961;Baby Boomer;125933;Santa Cruz de Tenerife;1248;50;0;175;
CLI4909;F;;24;No;Funcionario;<10años;Bajo;6;2000;Millennial;16545;Melilla;2064;30;1;162;
CLI4910;M;Si;69;Si;Otros;+20años;Medio;4;1955;Baby Boomer;96792;Toledo;955;80;0;405;3
CLI4911;F;No;46;Si;Ejecutivo;+20años;Bajo;1;1978;Generación X;32821;Sevilla;1170;30;0;599;4
CLI4912;M;Si;30;Si;Funcionario;<10años;Alto;3;1994;Millennial;21317;León;1422;30;1;279;
CLI4913;F;No;47;Si;Artista;+20años;Bajo;1;1977;Generación X;128524;Lérida;1717;50;0;152;
CLI4914;M;Si;76;No;Ejecutivo;+20años;Alto;4;1948;Baby Boomer;83296;Lugo;1013;30;0;586;4
CLI4915;M;Si;74;Si;Ejecutivo;+20años;Bajo;1;1950;Baby Boomer;49007;Valencia;1404;50;0;164;
CLI4916;M;Si;79;Si;Negocios/empresa;+20años;Bajo;1;1945;Baby Boomer;89520;Valladolid;6613;50;0;464;3
CLI4917;F;Si;98;Si;Servicios;+20años;Bajo;1;1926;La Gran Generación;32074;Murcia;915;30;0;568;4
CLI4918;M;Si;29;Si;Ejecutivo;<10años;Bajo;3;1995;Millennial;19870;Orense;1443;30;1;131;
CLI4919;F;No;58;Si;Artista;+20años;Bajo;1;1966;Generación X;108116;Burgos;1619;50;1;301;0,5
CLI4920;M;Si;54;Si;Artista;+20años;Medio;4;1970;Generación X;129847;Zamora;1756;80;0;143;
CLI4921;F;No;31;No;Artista;<10años;Bajo;5;1993;Millennial;26958;Guipúzcoa;1951;30;1;252;
CLI4922;M;Si;57;Si;Ejecutivo;+20años;Alto;4;1967;Generación X;58348;Cádiz;1600;80;1;124;
CLI4923;M;Si;47;Si;Ejecutivo;+20años;Alto;4;1977;Generación X;85085;Santa Cruz de Tenerife;1365;80;0;106;
CLI4924;M;Si;42;No;Artista;+20años;Alto;5;1982;Millennial;96049;Zamora;1767;30;0;527;4
CLI4925;F;Si;30;No;Construcción;<10años;Medio;2;1994;Millennial;28638;León;1767;30;0;269;
CLI4926;M;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;13261;Córdoba;1098;30;0;450;3
CLI4927;M;Si;65;Si;Otros;+20años;Bajo;3;1959;Baby Boomer;26151;Huesca;974;30;1;335;0,5
CLI4928;M;No;24;No;Funcionario;<10años;Bajo;3;2000;Millennial;18312;Barcelona;11325;30;0;209;
CLI4929;M;No;35;Si;Médico;10-20años;Bajo;4;1989;Millennial;28661;Salamanca;202;30;0;560;4
CLI4930;F;Si;39;Si;Artista;10-20años;Bajo;2;1985;Millennial;19673;Guipúzcoa;1008;30;1;248;
CLI4931;M;Si;56;Si;Artista;+20años;Medio;4;1968;Generación X;70724;Cáceres;1189;80;0;96;
CLI4932;F;No;24;No;Funcionario;<10años;Bajo;6;2000;Millennial;21629;Guipúzcoa;2064;30;0;97;
CLI4933;M;Si;54;No;Ejecutivo;+20años;Alto;3;1970;Generación X;42584;Guipúzcoa;7395;30;0;200;
CLI4934;F;Si;46;Si;Artista;+20años;Bajo;1;1978;Generación X;88651;Guipúzcoa;1365;50;1;279;
CLI4935;M;No;35;No;Otros;10-20años;Bajo;3;1989;Millennial;26481;Almería;1744;30;0;283;
CLI4936;M;No;61;No;Servicios;+20años;Bajo;1;1963;Baby Boomer;117519;Melilla;1678;120;0;134;
CLI4937;M;No;34;Si;Otros;10-20años;Bajo;1;1990;Millennial;28584;Ceuta;1997;30;1;341;0,5
CLI4938;F;Si;40;Si;Médico;10-20años;Medio;2;1984;Millennial;127031;Cádiz;1054;50;1;294;
CLI4939;M;No;35;Si;Funcionario;10-20años;Bajo;3;1989;Millennial;24277;Baleares;732;30;1;133;
CLI4940;M;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;23771;Albacete;2237;30;0;57;
CLI4941;F;No;34;Si;Funcionario;10-20años;Bajo;3;1990;Millennial;30714;Toledo;1146;30;1;369;3
CLI4942;M;Si;58;Si;Artista;+20años;Alto;7;1966;Generación X;21925;Cuenca;1600;30;0;166;
CLI4943;F;No;46;Si;Ingeniero/Técnicos;+20años;Bajo;3;1978;Generación X;85680;Alicante;1150;80;0;542;4
CLI4944;M;No;83;No;Servicios;+20años;Bajo;2;1941;Baby Boomer;129938;León;857;120;0;357;0,5
CLI4945;M;No;33;Si;Artista;10-20años;Bajo;3;1991;Millennial;22314;Las Palmas;1215;30;1;258;
CLI4946;M;No;21;No;Funcionario;<10años;Bajo;4;2003;Millennial;17921;Badajoz;13395;30;1;336;0,5
CLI4947;M;Si;74;No;Servicios;+20años;Bajo;1;1950;Baby Boomer;34480;Sevilla;1326;30;1;241;
CLI4948;M;Si;51;Si;Otros;+20años;Bajo;2;1973;Generación X;27944;La Rioja;1287;30;0;241;
CLI4949;M;Si;56;Si;Ingeniero/Técnicos;+20años;Bajo;2;1968;Generación X;105682;Granada;1248;50;0;390;1
CLI4950;F;No;35;No;Ingeniero/Técnicos;10-20años;Bajo;9;1989;Millennial;23346;Palencia;1284;30;0;47;
CLI4951;F;;58;No;Artista;+20años;Bajo;2;1966;Generación X;37936;Albacete;64175;30;0;154;
CLI4952;F;No;51;Si;Artista;+20años;Bajo;1;1973;Generación X;50439;Málaga;1189;50;0;116;
CLI4953;F;No;50;Si;Artista;+20años;Bajo;1;1974;Generación X;80299;Cádiz;1463;50;0;465;1
CLI4954;M;Si;55;Si;Ejecutivo;+20años;Medio;3;1969;Generación X;117422;Almería;56355;80;0;63;
CLI4955;F;Si;40;No;Ingeniero/Técnicos;10-20años;Bajo;3;1984;Millennial;105879;Sevilla;2066;30;1;220;
CLI4956;F;No;44;Si;Artista;+20años;Bajo;1;1980;Generación X;95729;Murcia;1284;50;1;386;3
CLI4957;F;Si;44;Si;Artista;+20años;Bajo;2;1980;Generación X;107993;Zaragoza;1537;50;0;520;1
CLI4958;M;Si;47;No;Artista;+20años;Alto;9;1977;Generación X;70367;Cáceres;1678;30;0;521;4
CLI4959;M;No;21;No;Funcionario;<10años;Bajo;5;2003;Millennial;17929;Salamanca;2927;30;1;267;
CLI4960;M;Si;46;No;Otros;+20años;Medio;2;1978;Generación X;37207;Santa Cruz de Tenerife;896;30;1;361;0,5
CLI4961;M;No;32;Si;Funcionario;10-20años;Bajo;1;1992;Millennial;18069;Palencia;1882;30;0;350;0,5
CLI4962;F;Si;41;Si;Médico;10-20años;Medio;2;1983;Millennial;40543;Jaén;1721;50;0;351;0,5
CLI4963;F;No;42;No;Artista;+20años;Bajo;1;1982;Millennial;102939;Valladolid;962;120;1;128;
CLI4964;F;Si;87;Si;Servicios;+20años;Bajo;1;1937;Baby Boomer;100579;Ciudad Real;5831;50;0;291;
CLI4965;M;No;28;No;Otros;<10años;Bajo;7;1996;Millennial;23499;Córdoba;165;30;0;209;
CLI4966;F;No;32;No;Negocios/empresa;10-20años;Bajo;5;1992;Millennial;20286;Ciudad Real;1928;30;1;297;
CLI4967;F;No;36;Si;Construcción;10-20años;Bajo;1;1988;Millennial;19295;Lugo;1882;30;1;298;
CLI4968;F;No;29;No;Funcionario;<10años;Bajo;6;1995;Millennial;21183;La Rioja;1547;30;0;177;
CLI4969;M;No;29;No;Médico;<10años;Bajo;4;1995;Millennial;21872;Zaragoza;9945;30;0;503;4
CLI4970;F;Si;42;Si;Artista;+20años;Medio;2;1982;Millennial;41068;Lugo;1123;50;0;381;3
CLI4971;M;Si;69;Si;Artista;+20años;Medio;1;1955;Baby Boomer;102398;Cáceres;1248;50;0;545;4
CLI4972;F;No;66;Si;Artista;+20años;Bajo;3;1958;Baby Boomer;110613;Alicante;11305;80;0;567;1
CLI4973;F;No;36;No;Ingeniero/Técnicos;10-20años;Bajo;7;1988;Millennial;30428;Zamora;1537;30;1;164;
CLI4974;F;Si;78;Si;Servicios;+20años;Bajo;1;1946;Baby Boomer;30121;Zaragoza;1091;30;0;118;
CLI4975;M;Si;50;Si;Artista;+20años;Bajo;2;1974;Generación X;110342;Zamora;1697;50;0;443;1
CLI4976;F;Si;66;Si;Artista;+20años;Medio;2;1958;Baby Boomer;57121;Las Palmas;1267;50;0;546;4
CLI4977;F;Si;34;Si;Artista;10-20años;Medio;2;1990;Millennial;23780;Álava;686;30;0;421;3
CLI4978;F;No;29;Si;Funcionario;<10años;Bajo;1;1995;Millennial;21058;Málaga;1547;30;0;140;
CLI4979;F;Si;46;Si;Ingeniero/Técnicos;+20años;Bajo;1;1978;Generación X;128390;Jaén;1385;50;1;172;
CLI4980;F;No;39;No;Artista;10-20años;Bajo;1;1985;Millennial;23699;Santa Cruz de Tenerife;962;30;0;368;3
CLI4981;F;No;22;No;Funcionario;<10años;Bajo;3;2002;Millennial;21517;Castellón;3065;30;0;91;
CLI4982;M;No;28;Si;Funcionario;<10años;Bajo;5;1996;Millennial;28364;Valencia;2547;30;1;139;
CLI4983;F;No;25;No;Otros;<10años;Bajo;2;1999;Millennial;18627;Castellón;1029;30;0;134;
CLI4984;M;Si;58;Si;Artista;+20años;Medio;5;1966;Generación X;30392;Orense;896;30;1;393;3
CLI4985;F;No;54;Si;Médico;+20años;Bajo;2;1970;Generación X;63120;Sevilla;876;50;0;425;3
CLI4986;F;No;39;Si;Médico;10-20años;Bajo;1;1985;Millennial;26751;Valladolid;1882;30;0;218;
CLI4987;M;Si;66;Si;Ejecutivo;+20años;Alto;3;1958;Baby Boomer;55474;Santa Cruz de Tenerife;974;80;1;201;
CLI4988;M;Si;95;Si;Servicios;+20años;Bajo;1;1929;Baby Boomer;119018;Albacete;1189;50;0;34;
CLI4989;F;;34;No;Funcionario;10-20años;Bajo;4;1990;Millennial;30342;Madrid;939;30;0;30;
CLI4990;M;No;20;No;Negocios/empresa;<10años;Bajo;2;2004;Millennial;22766;Alicante;1305;30;0;322;0,5
CLI4991;M;Si;42;Si;Médico;+20años;Alto;4;1982;Millennial;81323;Tarragona;824;30;0;279;
CLI4992;M;No;43;Si;Artista;+20años;Bajo;2;1981;Millennial;41990;La Coruña;1514;50;0;265;
CLI4993;F;No;50;No;Negocios/empresa;+20años;Bajo;1;1974;Generación X;111361;Gerona;1052;120;1;259;
CLI4994;M;No;31;Si;Funcionario;<10años;Bajo;4;1993;Millennial;23975;Málaga;893;30;0;81;
CLI4995;M;Si;72;Si;Servicios;+20años;Alto;2;1952;Baby Boomer;43145;Granada;1248;50;0;542;1
CLI4996;F;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;106550;Pontevedra;1813;50;0;138;
CLI4997;M;Si;53;No;Otros;+20años;Medio;3;1971;Generación X;56713;Toledo;896;30;1;282;
